Level,MenuLevel1,MenuLevel2,MenuLevel3,MenuLevel4,Menu ID,MenuName,Order Sequence,Type,Sub Type,SecCode,Level1Code,Level2Code,Level3Code
3,Financial Management,"Rebates, Promotions and Royalties",General Operations,,RPGO0000,General Operations,20,S,E,SEC854,SEC467,SEC853,SEC854
4,Financial Management,"Rebates, Promotions and Royalties",General Operations,Generate Rebate Transactions,RPGO1150,Generate Rebate Transactions,5,I,P,SEC862,SEC467,SEC853,SEC862
4,Financial Management,"Rebates, Promotions and Royalties",General Operations,Rebate Contract Entry,RPGO1000,Rebate Contract Entry,10,I,E,SEC859,SEC467,SEC853,SEC859
4,Financial Management,"Rebates, Promotions and Royalties",General Operations,Rebate Contract Status,RPGO1200,Rebate Contract Status,28,I,T,SEC863,SEC467,SEC853,SEC863
4,Financial Management,"Rebates, Promotions and Royalties",General Operations,Rebate Contract Tracker,RPGO1100,Rebate Contract Tracker,30,I,T,SEC861,SEC467,SEC853,SEC861
4,Financial Management,"Rebates, Promotions and Royalties",General Operations,Rebate Transaction Adjustment,RPGO1050,Rebate Transaction Adjustment,20,I,E,SEC860,SEC467,SEC853,SEC860
3,Financial Management,"Rebates, Promotions and Royalties",Reports,,RPRP0000,Reports,30,S,E,SEC855,SEC467,SEC853,SEC855
4,Financial Management,"Rebates, Promotions and Royalties",Reports,Rebate Contract Summary,RPRP2000,Rebate Contract Summary,10,A,R,SEC858,SEC467,SEC853,SEC858
4,Financial Management,"Rebates, Promotions and Royalties",Reports,Rebate Contract Transactions,RPRP1000,Rebate Contract Transactions,20,A,R,SEC856,SEC467,SEC853,SEC856
1,Material Management,,,,XAMN3000,Material Management,30,S,,SEC466,SEC466,SEC853,
2,Material Management,Advanced Material Management,,,AMMN5000,Advanced Material Management,60,S,,SEC527,SEC466,SEC527,SEC527
3,Material Management,Advanced Material Management,General Operations,,AMMN1000,General Operations,20,S,,SEC529,SEC466,SEC527,SEC529
4,Material Management,Advanced Material Management,General Operations,Ad Hoc Job Output by PCID,AMGO1520,Ad Hoc Job Output by PCID,10,I,E,SEC1520,SEC466,SEC527,SEC1520
4,Material Management,Advanced Material Management,General Operations,Ad Hoc PCID,AMGO1560,Ad Hoc PCID,20,I,E,SEC1560,SEC466,SEC527,SEC1560
4,Material Management,Advanced Material Management,General Operations,Adjust Material,AMMN1040,Adjust Material,30,I,E,SEC531,SEC466,SEC527,SEC531
4,Material Management,Advanced Material Management,General Operations,Adjust WIP,AMMN1050,Adjust WIP,40,I,E,SEC740,SEC466,SEC527,SEC740
4,Material Management,Advanced Material Management,General Operations,Allocation Queue Process,AMMN5150,Allocation Queue Process,45,K,P,SEC5150,SEC466,SEC527,SEC5150
4,Material Management,Advanced Material Management,General Operations,Fulfillment Workbench,AMMN2004,Fulfillment Workbench,50,I,E,SEC5150,SEC466,SEC527,SEC5150
4,Material Management,Advanced Material Management,General Operations,Get Request,DEGO1010,Get Request,60,I,E,SEC685,SEC466,SEC527,SEC685
4,Material Management,Advanced Material Management,General Operations,Inventory Transfer by PCID,AMGO1530,Inventory Transfer by PCID,70,I,E,SEC1530,SEC466,SEC527,SEC1530
4,Material Management,Advanced Material Management,General Operations,Job Output By PCID,AMGO1500,Job Output By PCID,80,I,E,SEC1500,SEC466,SEC527,SEC1500
4,Material Management,Advanced Material Management,General Operations,Job Receipt to Inventory by PCID,AMGO1510,Job Receipt to Inventory by PCID,90,I,E,SEC1510,SEC466,SEC527,SEC1510
4,Material Management,Advanced Material Management,General Operations,Material Queue Manager,AMMN3147,Material Queue Manager,100,I,E,SEC069,SEC466,SEC527,SEC069
4,Material Management,Advanced Material Management,General Operations,Material Request Queue,DEGO1005,Material Request Queue,110,I,E,SEC688,SEC466,SEC527,SEC688
4,Material Management,Advanced Material Management,General Operations,Move Inventory Request,DEGO1020,Move Inventory Request,120,I,E,SEC686,SEC466,SEC527,SEC686
4,Material Management,Advanced Material Management,General Operations,Move Material,AMMN1060,Move Material,130,I,E,SEC532,SEC466,SEC527,SEC532
4,Material Management,Advanced Material Management,General Operations,Move Material Request,DEGO1030,Move Material Request,140,I,E,SEC737,SEC466,SEC527,SEC737
4,Material Management,Advanced Material Management,General Operations,Move WIP,AMMN1070,Move WIP,150,I,E,SEC739,SEC466,SEC527,SEC739
4,Material Management,Advanced Material Management,General Operations,Move WIP PCID,AMGO2060,Move WIP PCID,163,K,E,SEC2060,SEC466,SEC527,SEC2060
4,Material Management,Advanced Material Management,General Operations,Move WIP PCID Request,AMGO2070,Move WIP PCID Request,166,K,E,SEC2070,SEC466,SEC527,SEC2070
4,Material Management,Advanced Material Management,General Operations,Move WIP Request,DEGO1040,Move WIP Request,160,I,E,SEC738,SEC466,SEC527,SEC738
4,Material Management,Advanced Material Management,General Operations,Overlay PCID,AMGO1540,Overlay PCID,170,I,E,SEC1540,SEC466,SEC527,SEC1540
4,Material Management,Advanced Material Management,General Operations,Package Control ID,AMGO0189,Package Control ID,180,I,E,SEC189,SEC466,SEC527,SEC189
4,Material Management,Advanced Material Management,General Operations,Package Control ID Parent Child Tracker,AMGO190,Package Control ID Parent Child Tracker,340,I,T,SEC1900,SEC466,SEC527,SEC1900
4,Material Management,Advanced Material Management,General Operations,Package Control Label Values,AMGO0886,Package Control Label Values,190,I,E,SEC886,SEC466,SEC527,SEC886
4,Material Management,Advanced Material Management,General Operations,Package Return Adjustments,AMMN3700,Package Return Adjustments,200,I,E,SEC3370,SEC466,SEC527,SEC3370
4,Material Management,Advanced Material Management,General Operations,Part WIP Transaction History Tracker,AMGO2040,Part WIP Transaction History Tracker,350,K,T,SEC2040,SEC466,SEC527,SEC2040
4,Material Management,Advanced Material Management,General Operations,Partial PCID,AMGO1550,Partial PCID,210,I,E,SEC1550,SEC466,SEC527,SEC1550
4,Material Management,Advanced Material Management,General Operations,PCID Build / Split / Merge,AMGO1710,PCID Build / Split / Merge,220,I,E,SEC1710,SEC466,SEC527,SEC1710
4,Material Management,Advanced Material Management,General Operations,PCID Generator,AMRP1610,PCID Generator,230,I,E,SEC1610,SEC466,SEC527,SEC1610
4,Material Management,Advanced Material Management,General Operations,PCID Overlay Import,AMGO2023,PCID Overlay Import,240,I,E,SEC2023,SEC466,SEC527,SEC2023
4,Material Management,Advanced Material Management,General Operations,Process by ID,AMMN3146,Process by ID,250,I,E,SEC6135,SEC466,SEC527,SEC6135
4,Material Management,Advanced Material Management,General Operations,Replenishment Workbench,AMMN1011,Replenishment Workbench,260,I,E,SEC5011,SEC466,SEC527,SEC5011
4,Material Management,Advanced Material Management,General Operations,Return Assembly/Material Request,DEGO1050,Return Assembly/Material Request,270,I,E,SEC687,SEC466,SEC527,SEC687
4,Material Management,Advanced Material Management,General Operations,Return Miscellaneous Request,DEGO1060,Return Miscellaneous Request,280,I,E,SEC735,SEC466,SEC527,SEC735
4,Material Management,Advanced Material Management,General Operations,Return Salvage Request,DEGO1070,Return Salvage Request,290,I,E,SEC736,SEC466,SEC527,SEC736
4,Material Management,Advanced Material Management,General Operations,Unpick Sales Order,AMMN2001,Unpick Sales Order,300,I,E,SEC5623,SEC466,SEC527,SEC5623
4,Material Management,Advanced Material Management,General Operations,Unpick Transfer Order,AMMN2003,Unpick Transfer Order,310,I,E,SEC5625,SEC466,SEC527,SEC5625
4,Material Management,Advanced Material Management,General Operations,Void Pack,AMGO1600,Void Pack,320,I,E,SEC1600,SEC466,SEC527,SEC1600
4,Material Management,Advanced Material Management,General Operations,Void PCID / Label,AMGO1570,Void PCID / Label,330,I,E,SEC1570,SEC466,SEC527,SEC1570
3,Material Management,Advanced Material Management,Reports,,AMMN3000,Reports,30,S,,SEC530,SEC466,SEC527,SEC530
4,Material Management,Advanced Material Management,Reports,PCID Contents Report,AMRP1000,PCID Contents Report,10,I,R,sec987,SEC466,SEC527,sec987
3,Material Management,Advanced Material Management,Setup,,AMMN2000,Setup,10,S,,SEC528,SEC466,SEC527,SEC528
4,Material Management,Advanced Material Management,Setup,Control ID,AMMN0187,Control ID,10,I,M,SEC187,SEC466,SEC527,SEC187
4,Material Management,Advanced Material Management,Setup,Control ID Extract,AMMN0186,Control ID Extract,20,I,M,SEC186,SEC466,SEC527,SEC186
4,Material Management,Advanced Material Management,Setup,Package Code,AMMN5001,Package Code,30,I,M,SEC422,SEC466,SEC527,SEC422
4,Material Management,Advanced Material Management,Setup,Package Control ID Configuration,AMMN0188,Package Control ID Configuration,40,I,M,SEC188,SEC466,SEC527,SEC188
4,Material Management,Advanced Material Management,Setup,Package Control Label Type,AMMN0185,Package Control Label Type,50,I,M,SEC185,SEC466,SEC527,SEC185
4,Material Management,Advanced Material Management,Setup,Package Material Type,AMMN1660,Package Material Type,60,I,M,SEC5003,SEC466,SEC527,SEC5003
4,Material Management,Advanced Material Management,Setup,Package Type,AMMN1650,Package Type,70,I,M,SEC1650,SEC466,SEC527,SEC1650
4,Material Management,Advanced Material Management,Setup,Resource Printer,AMMN0163,Resource Printer,80,I,M,SEC163,SEC466,SEC527,SEC163
4,Material Management,Advanced Material Management,Setup,Station Resource,AMMN0156,Station Resource,90,I,M,SEC156,SEC466,SEC527,SEC156
4,Material Management,Advanced Material Management,Setup,Transaction Routing,AMMN0172,Transaction Routing,100,I,M,SEC172,SEC466,SEC527,SEC172
2,Material Management,Data Collection,,,DEMN5000,Data Collection,50,S,,SEC029,SEC466,SEC029,SEC029
3,Material Management,Data Collection,General Operations,,DEMN5002,General Operations,10,S,,SEC171,SEC466,SEC029,SEC171
4,Material Management,Data Collection,General Operations,Clock In,DEGO5000,Clock In,10,I,E,SEC412,SEC466,SEC029,SEC412
4,Material Management,Data Collection,General Operations,Office MES,DEGO5001,Office MES,15,I,E,SEC526,SEC466,SEC029,SEC526
3,Material Management,Data Collection,Handheld,,HHMN5000,Handheld,100,S,E,SEC900,SEC466,SEC029,SEC900
4,Material Management,Data Collection,Handheld,Demo Menu,HHMN5004,Demo Menu,55,I,E,SEC916,SEC466,SEC029,SEC916
4,Material Management,Data Collection,Handheld,Handheld Menu,HHMN5005,Handheld Menu,60,I,E,SEC915,SEC466,SEC029,SEC915
4,Material Management,Data Collection,Handheld,Material Handling,HHMN5001,Material Handling,20,S,E,SEC1126,SEC466,SEC029,SEC1126
4,Material Management,Data Collection,Handheld,Package Control,HHMN5800,Package Control,40,S,E,SEC976,SEC466,SEC029,SEC976
4,Material Management,Data Collection,Handheld,Shipping / Receiving,HHMN5002,Shipping / Receiving,30,S,E,SEC1128,SEC466,SEC029,SEC1128
4,Material Management,Data Collection,Handheld,Trackers,HHMN5003,Trackers,50,S,E,SEC1125,SEC466,SEC029,SEC1125
3,Material Management,Data Collection,Reports,,DEMN5003,Reports,20,S,,SEC411,SEC466,SEC029,SEC411
4,Material Management,Data Collection,Reports,Employee Badge,DERP5000,Employee Badge,10,I,R,SEC413,SEC466,SEC029,SEC413
3,Material Management,Data Collection,Setup,,DEMN5001,Setup,5,S,,SEC352,SEC466,SEC029,SEC352
4,Material Management,Data Collection,Setup,Employee,DEMN5030,Employee,10,I,M,SEC179,SEC466,SEC029,SEC179
4,Material Management,Data Collection,Setup,Indirect Labor Account,DEMN5020,Indirect Labor Account,20,I,M,SEC165,SEC466,SEC029,SEC165
4,Material Management,Data Collection,Setup,Shift,DEMN5010,Shift,30,I,M,SEC034,SEC466,SEC029,SEC034
4,Material Management,Data Collection,Setup,Shop Warning,DEMT5000,Shop Warning,40,I,M,SEC353,SEC466,SEC029,SEC353
2,Material Management,Inventory Management,,,IMMN0000,Inventory Management,10,S,,SEC024,SEC466,SEC024,SEC024
3,Material Management,Inventory Management,General Operations,,IMMN3000,General Operations,30,S,,SEC019,SEC466,SEC024,SEC019
4,Material Management,Inventory Management,General Operations,Allocation Wave Tracker,AMMN5389,Allocation Wave Tracker,275,I,T,SEC065,SEC466,SEC024,SEC065
4,Material Management,Inventory Management,General Operations,Available to Promise,IMGO3000,Available to Promise,280,I,T,SEC889,SEC466,SEC024,SEC889
4,Material Management,Inventory Management,General Operations,Backflush Labor Server Process,IMGO3030,Backflush Labor Server Process,10,I,P,SEC540,SEC466,SEC024,SEC540
4,Material Management,Inventory Management,General Operations,Calculate ABC Codes,IMGO3012,Calculate ABC Codes,20,I,P,SEC318,SEC466,SEC024,SEC318
4,Material Management,Inventory Management,General Operations,Capture COS/WIP Activity,IMGO3500,Capture COS/WIP Activity,25,I,P,SEC373,SEC466,SEC024,SEC373
4,Material Management,Inventory Management,General Operations,Cost Adjustment,IMGO3011,Cost Adjustment,50,I,E,SEC281,SEC466,SEC024,SEC281
4,Material Management,Inventory Management,General Operations,Count Cycle Maintenance,IMGO3440,Count Cycle Maintenance,60,I,E,SEC1019,SEC466,SEC024,SEC1019
4,Material Management,Inventory Management,General Operations,Count Discrepancy Reason,IMGO3480,Count Discrepancy Reason,70,I,E,SEC1027,SEC466,SEC024,SEC1027
4,Material Management,Inventory Management,General Operations,Count Tag Entry,IMGO3013,Count Tag Entry,80,I,E,SEC319,SEC466,SEC024,SEC319
4,Material Management,Inventory Management,General Operations,Cross Dock,IMGO8137,Cross Dock,90,I,E,SEC070,SEC466,SEC024,SEC070
4,Material Management,Inventory Management,General Operations,Cross Dock Tracker,IMGO8139,Cross Dock Tracker,290,I,T,SEC11120,SEC466,SEC024,SEC11120
4,Material Management,Inventory Management,General Operations,Cycle Count Part / PCID Selection Update,IMGO3470,Cycle Count Part / PCID Selection Update,100,I,E,SEC1026,SEC466,SEC024,SEC1026
4,Material Management,Inventory Management,General Operations,Cycle Count Schedule Maintenance,IMGO3450,Cycle Count Schedule Maintenance,110,I,E,SEC1020,SEC466,SEC024,SEC1020
4,Material Management,Inventory Management,General Operations,Cycle Count Tracker,IMGO3490,Cycle Count Tracker,300,I,T,SEC1045,SEC466,SEC024,SEC1045
4,Material Management,Inventory Management,General Operations,Fulfillment Workbench,IMGO8988,Fulfillment Workbench,120,I,E,SEC525,SEC466,SEC024,SEC525
4,Material Management,Inventory Management,General Operations,Initialize Last Cycle Count Date,IMGO3430,Initialize Last Cycle Count Date,30,I,P,SEC1017,SEC466,SEC024,SEC1017
4,Material Management,Inventory Management,General Operations,Initialize Physical Inventory,IMGO3460,Initialize Physical Inventory,40,I,P,SEC1023,SEC466,SEC024,SEC1023
4,Material Management,Inventory Management,General Operations,Inventory Advisor,IMGO3550,Inventory Advisor,125,I,E,SEC019-01,SEC466,SEC024,SEC019-01
4,Material Management,Inventory Management,General Operations,Inventory Transfer,IMGO3008,Inventory Transfer,130,I,E,SEC101,SEC466,SEC024,SEC101
4,Material Management,Inventory Management,General Operations,Issue Assembly,IMGO3006,Issue Assembly,140,I,E,SEC744,SEC466,SEC024,SEC744
4,Material Management,Inventory Management,General Operations,Issue Material,IMGO3005,Issue Material,150,I,E,SEC136,SEC466,SEC024,SEC136
4,Material Management,Inventory Management,General Operations,Issue Miscellaneous Material,IMGO3007,Issue Miscellaneous Material,160,I,E,SEC745,SEC466,SEC024,SEC745
4,Material Management,Inventory Management,General Operations,Job Receipt to Inventory,IMGO3001,Job Receipt to Inventory,180,I,E,SEC134,SEC466,SEC024,SEC134
4,Material Management,Inventory Management,General Operations,Job Receipt to Job,IMGO3017,Job Receipt to Job,170,I,E,SEC742,SEC466,SEC024,SEC742
4,Material Management,Inventory Management,General Operations,Job Receipt to Salvage,IMGO3019,Job Receipt to Salvage,190,I,E,SEC743,SEC466,SEC024,SEC743
4,Material Management,Inventory Management,General Operations,Job Tracker,IMGO3003,Job Tracker,310,I,T,SEC193,SEC466,SEC024,SEC193
4,Material Management,Inventory Management,General Operations,Kanban Bin Monitor,IMGO3035,Kanban Bin Monitor,313,I,T,SEC783,SEC466,SEC024,SEC783
4,Material Management,Inventory Management,General Operations,Kanban Monitor,IMGO3036,Kanban Monitor,314,I,T,SEC782,SEC466,SEC024,SEC782
4,Material Management,Inventory Management,General Operations,Lot Tracker,IMGO3004,Lot Tracker,316,I,T,SEC509,SEC466,SEC024,SEC509
4,Material Management,Inventory Management,General Operations,Mass Issue to Mfg,IMGO3020,Mass Issue to Mfg,200,I,E,SEC332,SEC466,SEC024,SEC332
4,Material Management,Inventory Management,General Operations,Mass Return from Mfg,IMGO8990,Mass Return from Mfg,205,I,E,SEC869,SEC466,SEC024,SEC869
4,Material Management,Inventory Management,General Operations,Min Max Safety Mass Update,IMGO3200,Min Max Safety Mass Update,195,I,E,SEC983,SEC466,SEC024,SEC983
4,Material Management,Inventory Management,General Operations,Part Cost FIFO Tracker,IMMN318,Part Cost FIFO Tracker,318,I,T,SEC981,SEC466,SEC024,SEC981
4,Material Management,Inventory Management,General Operations,Part Tracker,IMGO3002,Part Tracker,330,I,T,SEC183,SEC466,SEC024,SEC183
4,Material Management,Inventory Management,General Operations,Part Transaction History Tracker,IMGO3032,Part Transaction History Tracker,370,I,T,SEC159-001,SEC466,SEC024,SEC159-001
4,Material Management,Inventory Management,General Operations,Periodic Average Costing Workbench,IMGO3421,Periodic Average Costing Workbench,212,K,M,SECMN3421,SEC466,SEC024,SECMN3421
4,Material Management,Inventory Management,General Operations,Purchase Order Tracker,IMGO3010,Purchase Order Tracker,340,I,T,SEC080,SEC466,SEC024,SEC080
4,Material Management,Inventory Management,General Operations,Quantity Adjustment,IMGO3009,Quantity Adjustment,210,I,E,SEC102,SEC466,SEC024,SEC102
4,Material Management,Inventory Management,General Operations,Replenishment Workbench,IMGO3159,Replenishment Workbench,215,I,E,SEC5011,SEC466,SEC024,SEC5011
4,Material Management,Inventory Management,General Operations,Return Assembly,IMGO3015,Return Assembly,220,I,E,SEC746,SEC466,SEC024,SEC746
4,Material Management,Inventory Management,General Operations,Return Material,IMGO3014,Return Material,230,I,E,SEC1115,SEC466,SEC024,SEC1115
4,Material Management,Inventory Management,General Operations,Return Miscellaneous Material,IMGO3016,Return Miscellaneous Material,240,I,E,SEC747,SEC466,SEC024,SEC747
4,Material Management,Inventory Management,General Operations,Serial Matching,IMGO3420,Serial Matching,250,I,E,SEC1011,SEC466,SEC024,SEC1011
4,Material Management,Inventory Management,General Operations,Serial Number Tracker,IMGO3170,Serial Number Tracker,350,I,T,SEC405,SEC466,SEC024,SEC405
4,Material Management,Inventory Management,General Operations,Time Phased Inquiry,IMGO3400,Time Phased Inquiry,360,I,T,SEC711,SEC466,SEC024,SEC711
4,Material Management,Inventory Management,General Operations,Transfer Order Entry,MPGO3022,Transfer Order Entry,260,I,E,SEC641,SEC466,SEC024,SEC641
